participant_id,filename,image_datetime,date,foods_detected,estimated_portions,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_calories_kcal,confidence,uncertainty_notes,provider,model,status,error_message,validation_flags,cache_hit
p01,IMG_9358.jpeg,2020-03-19 14:44:53,2020-03-19,"[""square pizza slice with ham""]","[{""name"": ""square pizza slice with ham"", ""estimated_portion_g"": 85.0}]",9.0,22.0,8.0,196.0,high,"mixed dish, single square slice | A single square piece of pizza topped with melted cheese and pieces of ham or sausage.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9360.jpeg,2020-03-19 14:47:19,2020-03-19,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,"Single medium banana, weight estimate based on standard sizing. | A single raw banana on a stovetop surface.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9361.jpeg,2020-03-19 18:01:42,2020-03-19,"[""orange""]","[{""name"": ""orange"", ""estimated_portion_g"": 130.0}]",1.2,15.5,0.2,68.6,high,estimated edible weight of a medium whole orange | A single whole orange on a wooden surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9362.jpeg,2020-03-19 18:55:19,2020-03-19,"[""Cheesy enchiladas or burritos with sauce"", ""Milk""]","[{""name"": ""Cheesy enchiladas or burritos with sauce"", ""estimated_portion_g"": 250.0}, {""name"": ""Milk"", ""estimated_portion_g"": 240.0}]",28.0,47.0,20.0,480.0,medium,mixed dish | glass size | Two cheesy wrapped entrees with red sauce on a black plate alongside a glass of milk.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9363.jpeg,2020-03-19 22:07:45,2020-03-19,"[""cola beverage"", ""milk chocolate (Nidar)""]","[{""name"": ""cola beverage"", ""estimated_portion_g"": 200.0}, {""name"": ""milk chocolate (Nidar)"", ""estimated_portion_g"": 15.0}]",1.2,29.5,5.0,167.8,high,estimated volume of liquid in standard glass | estimated based on size of 4 chocolate squares | A glass of cola and 4 segments of Nidar milk chocolate.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9364.jpeg,2020-03-20 07:28:33,2020-03-20,"[""Whole wheat bread with cheese"", ""Milk""]","[{""name"": ""Whole wheat bread with cheese"", ""estimated_portion_g"": 140.0}, {""name"": ""Milk"", ""estimated_portion_g"": 200.0}]",24.5,45.0,23.0,485.0,medium,"Includes two slices of whole grain bread topped with approximately 60g of sliced semi-hard cheese. | A standard glass of milk, volume estimated visually. | A simple meal consisting of two open-faced cheese sandwiches on whole wheat bread and a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9366.jpeg,2020-03-20 12:33:20,2020-03-20,"[""sliced turkey breast"", ""whole wheat bread"", ""cherry tomatoes""]","[{""name"": ""sliced turkey breast"", ""estimated_portion_g"": 60.0}, {""name"": ""whole wheat bread"", ""estimated_portion_g"": 50.0}, {""name"": ""cherry tomatoes"", ""estimated_portion_g"": 30.0}]",17.3,26.7,2.0,194.0,high,two thin slices | two slices partially covered | two small tomatoes | A simple meal consisting of two slices of bread topped with thin turkey deli meat and two cherry tomatoes on the side. Estimates are based on visual size comparisons.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9367.jpeg,2020-03-20 15:41:43,2020-03-20,"[""walnuts""]","[{""name"": ""walnuts"", ""estimated_portion_g"": 20.0}]",3.0,3.0,13.0,141.0,high,estimated based on a typical handful size for walnut halves | A small handful of walnut halves held in the palm of a hand.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9368.jpeg,2020-03-20 18:51:38,2020-03-20,"[""Taco wrap with beef and vegetables"", ""Cola""]","[{""name"": ""Taco wrap with beef and vegetables"", ""estimated_portion_g"": 250.0}, {""name"": ""Cola"", ""estimated_portion_g"": 200.0}]",20.0,57.0,18.0,470.0,medium,"Includes flour tortilla, seasoned ground beef, shredded cheese, lettuce, corn, cucumber, tomato, avocado, and onion. | Glass of dark-colored carbonated soft drink. | The meal consists of a single large flour tortilla with various fresh vegetable toppings, cheese, and ground meat, accompanied by a glass of dark soda.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9371.jpeg,2020-03-21 08:42:59,2020-03-21,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,estimated based on a medium sized banana | A single banana placed on a white wooden surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9372.jpeg,2020-03-21 11:41:34,2020-03-21,"[""ham slices"", ""cheese slices"", ""crispbread with jam"", ""milk""]","[{""name"": ""ham slices"", ""estimated_portion_g"": 50.0}, {""name"": ""cheese slices"", ""estimated_portion_g"": 40.0}, {""name"": ""crispbread with jam"", ""estimated_portion_g"": 25.0}, {""name"": ""milk"", ""estimated_portion_g"": 200.0}]",27.5,27.0,22.0,416.0,medium,"two thin deli slices estimated by visual size | two standard cheese slices estimated by thickness and area | one piece of thin rye-style crispbread with a thin layer of red jam | standard glass size estimate | A breakfast or snack consisting of open-faced crispbread topped with jam, cheese, and ham, accompanied by a glass of milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9373.jpeg,2020-03-21 15:02:57,2020-03-21,"[""Yogurt"", ""Granola"", ""Cola""]","[{""name"": ""Yogurt"", ""estimated_portion_g"": 100.0}, {""name"": ""Granola"", ""estimated_portion_g"": 20.0}, {""name"": ""Cola"", ""estimated_portion_g"": 250.0}]",6.0,52.0,6.0,286.0,medium,"estimated standard container portion | estimated serving size for yogurt topping | estimated standard glass size | A cup of yogurt with a side compartment of granola, served with a glass of cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9374.jpeg,2020-03-21 20:44:34,2020-03-21,"[""Smash! chocolate covered corn snacks"", ""Cola""]","[{""name"": ""Smash! chocolate covered corn snacks"", ""estimated_portion_g"": null}, {""name"": ""Cola"", ""estimated_portion_g"": 200.0}]",6.8,73.0,38.0,661.2,medium,full package visible but portion consumed is unknown | volume estimated based on glass size | A bag of Smash! chocolate snacks and a glass of cola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9375.jpeg,2020-03-22 08:27:04,2020-03-22,"[""whole grain bread with jam and cheese""]","[{""name"": ""whole grain bread with jam and cheese"", ""estimated_portion_g"": 120.0}]",18.0,35.0,16.0,356.0,medium,"mixed dish, plate scale unknown | Two slices of bread topped with jam and slices of semi-hard cheese (likely Jarlsberg or similar).",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9376.jpeg,2020-03-22 14:02:58,2020-03-22,"[""ham and onion square pizza"", ""cola beverage""]","[{""name"": ""ham and onion square pizza"", ""estimated_portion_g"": 220.0}, {""name"": ""cola beverage"", ""estimated_portion_g"": 250.0}]",22.0,69.0,18.0,526.0,medium,"three square slices, moderate estimate based on standard thickness | standard glass volume estimate | The pizza appears to be a thin-crust square cut variety with cheese, ham, and red onion. The beverage is a dark carbonated soda.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9379.jpeg,2020-03-22 21:09:56,2020-03-22,"[""rectangular ham and cheese pizza slices"", ""cola beverage""]","[{""name"": ""rectangular ham and cheese pizza slices"", ""estimated_portion_g"": 220.0}, {""name"": ""cola beverage"", ""estimated_portion_g"": 250.0}]",26.0,72.0,22.0,590.0,medium,mixed dish | volume estimated from glass size | The meal consists of four small slices of rectangular ham and cheese pizza served with a glass of dark carbonated soft drink.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9380.jpeg,2020-03-22 21:21:53,2020-03-22,"[""sponge cake with icing and sprinkles""]","[{""name"": ""sponge cake with icing and sprinkles"", ""estimated_portion_g"": 60.0}]",3.0,35.0,10.0,242.0,medium,estimated based on a small rectangular slice size | A small slice of yellow sponge cake with white icing and colored sprinkles on a star-patterned plate.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9381.jpeg,2020-03-22 23:37:22,2020-03-22,"[""orange""]","[{""name"": ""orange"", ""estimated_portion_g"": 150.0}]",1.4,23.5,0.2,101.4,high,estimated based on typical medium orange size | A single whole orange on a plain surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9382.jpeg,2020-03-23 10:01:41,2020-03-23,"[""Tine Morgen Mango and Banana Yogurt with Muesli""]","[{""name"": ""Tine Morgen Mango and Banana Yogurt with Muesli"", ""estimated_portion_g"": 195.0}]",8.2,35.1,4.1,210.1,high,"Nutritional values calculated based on the 100g label info provided on the packaging (4.2g protein, 18g carbs, 2.1g fat per 100g) for the full 195g container weight. | The image shows a single, unopened 195g cup of Tine Morgen yogurt with mango, banana, and muesli.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9383.jpeg,2020-03-23 22:20:20,2020-03-23,"[""whole grain bread with chocolate hazelnut spread and strawberries"", ""black coffee""]","[{""name"": ""whole grain bread with chocolate hazelnut spread and strawberries"", ""estimated_portion_g"": 180.0}, {""name"": ""black coffee"", ""estimated_portion_g"": 200.0}]",8.2,45.0,12.0,320.8,high,"two slices of bread, estimated amount of spread and fruit toppings | standard glass size | Breakfast containing two slices of toast topped with chocolate spread and sliced strawberries, served with a glass of black coffee.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9385.jpeg,2020-03-24 18:22:59,2020-03-24,"[""White rice"", ""Indian-style curry base"", ""Naan bread""]","[{""name"": ""White rice"", ""estimated_portion_g"": 60.0}, {""name"": ""Indian-style curry base"", ""estimated_portion_g"": 100.0}, {""name"": ""Naan bread"", ""estimated_portion_g"": 45.0}]",9.0,47.0,8.7,302.3,medium,"Small portion remaining in pot, visual estimation | Residual sauce/curry in pan, ingredients unclear, mixed dish | Partial piece of flatbread, weight estimated | The image shows the remnants of a meal consisting of rice, a thick curry sauce, and a piece of naan bread. Portions are estimated based on visual volume in the pans.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9386.jpeg,2020-03-25 09:22:35,2020-03-25,"[""Whole wheat bread with jam""]","[{""name"": ""Whole wheat bread with jam"", ""estimated_portion_g"": 110.0}]",8.0,52.0,2.0,258.0,high,Estimated based on two slices of whole wheat bread (approx. 70g) and a generous layer of fruit jam (approx. 40g). Plate scale unavailable. | Two slices of bread topped with strawberry or raspberry preserve.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9387.jpeg,2020-03-25 14:14:32,2020-03-25,"[""orange"", ""cereal with milk""]","[{""name"": ""orange"", ""estimated_portion_g"": 150.0}, {""name"": ""cereal with milk"", ""estimated_portion_g"": 200.0}]",9.4,63.0,4.2,327.4,high,estimated size based on standard whole orange | mixed dish of cereal clusters and milk in a bowl | A breakfast consisting of a whole orange and a bowl of breakfast cereal with milk.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9388.jpeg,2020-03-26 11:22:34,2020-03-26,"[""dinner roll""]","[{""name"": ""dinner roll"", ""estimated_portion_g"": 35.0}]",3.0,18.0,1.5,97.5,high,estimated based on visual size in hand | a single small dinner roll held in hand,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9389.jpeg,2020-03-26 11:22:42,2020-03-26,"[""dinner roll""]","[{""name"": ""dinner roll"", ""estimated_portion_g"": 45.0}]",3.8,22.5,2.0,123.2,high,"held in hand, size reference available | one small dinner roll held in hand",google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9390.jpeg,2020-03-26 11:58:24,2020-03-26,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 330.0}]",0.0,35.0,0.0,140.0,high,"standard 330ml can estimated at 330g | A single can of Coca-Cola, full and unopened.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9394.jpeg,2020-03-26 22:52:18,2020-03-26,"[""Tine Morgen Mango- og bananyoghurt"", ""Coca-Cola Classic""]","[{""name"": ""Tine Morgen Mango- og bananyoghurt"", ""estimated_portion_g"": 195.0}, {""name"": ""Coca-Cola Classic"", ""estimated_portion_g"": 330.0}]",7.8,60.4,3.9,307.9,high,Nutritional values estimated based on standard product packaging weight provided in image. | Standard 330ml can volume as labeled. | The yogurt container explicitly lists 195g net weight on the packaging. The soda is a standard 330ml Coca-Cola can.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9395.jpeg,2020-03-27 10:32:35,2020-03-27,"[""Ham and cheese croissant""]","[{""name"": ""Ham and cheese croissant"", ""estimated_portion_g"": 60.0}]",7.0,20.0,12.0,216.0,medium,partial item remaining on plate | A partially eaten baked pastry likely filled with ham and cheese.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9396.jpeg,2020-03-27 10:37:59,2020-03-27,"[""Coca-Cola""]","[{""name"": ""Coca-Cola"", ""estimated_portion_g"": 355.0}]",0.0,39.0,0.0,156.0,high,"standard 12oz can size | A standard 12oz can of Coca-Cola, opened.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9397.jpeg,2020-03-27 13:34:41,2020-03-27,"[""Muesli cereal with nuts and milk""]","[{""name"": ""Muesli cereal with nuts and milk"", ""estimated_portion_g"": 85.0}]",9.0,52.0,14.0,370.0,medium,"A mixture of whole grain cereal clusters, nuts, and a small amount of milk visible at the bottom; portion estimated based on a standard cereal bowl size. | Bowl of cereal containing granola-style clusters and whole nuts, partially submerged in milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9398.jpeg,2020-03-27 18:42:46,2020-03-27,"[""burrito"", ""cola""]","[{""name"": ""burrito"", ""estimated_portion_g"": 300.0}, {""name"": ""cola"", ""estimated_portion_g"": 250.0}]",25.0,72.0,18.0,550.0,medium,"mixed dish, internal ingredients partially hidden | beverage volume estimated from glass size | A flour tortilla burrito, likely with meat and some filling, paired with a glass of dark carbonated soda.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9399.jpeg,2020-03-28 00:50:04,2020-03-28,"[""brigadeiro""]","[{""name"": ""brigadeiro"", ""estimated_portion_g"": 20.0}]",1.2,12.0,4.5,93.3,high,"standard single truffle size, composition includes condensed milk, cocoa, and sprinkles | a single chocolate brigadeiro on a black surface",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9400.jpeg,2020-03-28 10:51:04,2020-03-28,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,estimated standard medium size banana | A single yellow banana on a white surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9401.jpeg,2020-03-28 12:55:50,2020-03-28,"[""yogurt"", ""granola or cereal mix""]","[{""name"": ""yogurt"", ""estimated_portion_g"": 100.0}, {""name"": ""granola or cereal mix"", ""estimated_portion_g"": 20.0}]",5.5,27.0,5.0,175.0,high,standard single-serve yogurt container | estimated from volume of the smaller compartment | A standard yogurt with mix-in compartment. Values estimated based on common product serving sizes.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9403.jpeg,2020-03-28 15:40:30,2020-03-28,"[""cola soft drink""]","[{""name"": ""cola soft drink"", ""estimated_portion_g"": 350.0}]",0.0,39.0,0.0,156.0,high,"estimated volume 350ml, common sugar-sweetened cola | A glass filled with a dark carbonated beverage, appearing to be a standard cola.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9404.jpeg,2020-03-28 19:41:20,2020-03-28,"[""homemade pizza with red onion, ham, and cheese""]","[{""name"": ""homemade pizza with red onion, ham, and cheese"", ""estimated_portion_g"": 600.0}]",60.0,120.0,45.0,1125.0,high,"estimated entire tray based on standard baking sheet size | The image shows an uncooked, assembled rectangular pizza on a baking sheet. It includes dough, tomato sauce, shredded cheese, diced red onion, and pieces of ham.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9405.jpeg,2020-03-29 11:16:14,2020-03-29,"[""ham slice"", ""whole grain bread with spread""]","[{""name"": ""ham slice"", ""estimated_portion_g"": 30.0}, {""name"": ""whole grain bread with spread"", ""estimated_portion_g"": 45.0}]",9.5,20.5,4.2,157.8,medium,"single thin slice of deli ham | slice of bread with small amount of condiment, partly hidden | open-faced sandwich consisting of one slice of deli ham on top of bread with a small amount of spread.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9406.jpeg,2020-03-29 11:21:40,2020-03-29,"[""sliced cheese"", ""bread with strawberry jam""]","[{""name"": ""sliced cheese"", ""estimated_portion_g"": 60.0}, {""name"": ""bread with strawberry jam"", ""estimated_portion_g"": 40.0}]",17.0,26.0,19.0,343.0,high,plate scale unavailable | plate scale unavailable | The meal consists of two slices of white cheese and a piece of bread topped with red fruit jam.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9407.jpeg,2020-03-29 14:00:47,2020-03-29,"[""Cola"", ""Cheese puffs"", ""Chocolate bar segment""]","[{""name"": ""Cola"", ""estimated_portion_g"": 250.0}, {""name"": ""Cheese puffs"", ""estimated_portion_g"": 30.0}, {""name"": ""Chocolate bar segment"", ""estimated_portion_g"": 15.0}]",3.0,54.0,15.0,363.0,medium,"estimated standard glass size | estimated typical snack serving | estimated mass based on visual size | A snack consisting of a glass of dark soda, a small pile of cheese puffs, and three segments of a chocolate bar.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9408.jpeg,2020-03-30 09:15:40,2020-03-30,"[""yogurt"", ""granola mix""]","[{""name"": ""yogurt"", ""estimated_portion_g"": 100.0}, {""name"": ""granola mix"", ""estimated_portion_g"": 30.0}]",6.0,30.0,8.0,216.0,high,standard single serve yogurt portion | standard add-in compartment size | A single-serving yogurt container with a separate section for crunchy toppings/granola.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9409.jpeg,2020-03-30 11:53:36,2020-03-30,"[""sliced cheese"", ""bread with jam""]","[{""name"": ""sliced cheese"", ""estimated_portion_g"": 30.0}, {""name"": ""bread with jam"", ""estimated_portion_g"": 40.0}]",10.5,22.5,8.5,208.5,medium,"three slices of semi-hard cheese, estimated based on visual volume | small portion of bread with visible red jam underneath the cheese, plate scale unavailable | Slices of cheese served on top of pieces of bread with jam.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9410.jpeg,2020-03-30 11:53:43,2020-03-30,"[""Whole wheat bread with jam and sliced cheese""]","[{""name"": ""Whole wheat bread with jam and sliced cheese"", ""estimated_portion_g"": 160.0}]",18.0,42.0,15.0,375.0,medium,"mixed dish, plate scale unavailable | Two slices of bread with jam and cheese on a patterned paper plate.",google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9411.jpeg,2020-03-30 14:53:35,2020-03-30,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 120.0}]",1.3,27.0,0.4,116.8,high,estimated size of a medium banana; no scale available | A single medium-sized banana on a cooktop.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9412.jpeg,2020-03-30 21:36:09,2020-03-30,"[""chocolate-coated oat biscuit"", ""cola beverage""]","[{""name"": ""chocolate-coated oat biscuit"", ""estimated_portion_g"": 20.0}, {""name"": ""cola beverage"", ""estimated_portion_g"": 100.0}]",1.5,22.6,5.0,141.4,high,estimated standard single biscuit weight | estimated volume based on glass size | A small snack consisting of a single chocolate-coated biscuit and a small amount of dark-colored carbonated beverage.,google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9413.jpeg,2020-03-31 08:15:44,2020-03-31,"[""Tine Morgen Mango- og bananyoghurt med fruktmüsli""]","[{""name"": ""Tine Morgen Mango- og bananyoghurt med fruktmüsli"", ""estimated_portion_g"": 195.0}]",8.2,35.1,4.3,211.9,high,"Nutritional values calculated based on provided net weight of 195g and stated per 100g values on packaging. | Single-serving packaged yogurt with muesli, 195g total net weight as stated on the label.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9414.jpeg,2020-03-31 11:39:52,2020-03-31,"[""ham and bread"", ""dark drink""]","[{""name"": ""ham and bread"", ""estimated_portion_g"": 120.0}, {""name"": ""dark drink"", ""estimated_portion_g"": 240.0}]",18.0,47.0,6.0,314.0,medium,"two slices of bread with spread and ham slices | appears to be a soda or dark tea, standard glass | The drink is assumed to be a sweetened beverage like cola based on color.",google_gemini,gemini-3.1-flash-lite,success,,,True
p01,IMG_9415.jpeg,2020-03-31 17:09:33,2020-03-31,"[""lasagna"", ""cola""]","[{""name"": ""lasagna"", ""estimated_portion_g"": 300.0}, {""name"": ""cola"", ""estimated_portion_g"": 250.0}]",22.0,55.0,16.0,452.0,medium,mixed dish | glass scale unavailable | A bowl of lasagna with a glass of cola.,google_gemini,gemini-3.5-flash-lite,success,,,False
p01,IMG_9462.jpeg,2020-03-31 23:19:04,2020-03-31,"[""croissant""]","[{""name"": ""croissant"", ""estimated_portion_g"": 50.0}]",4.0,23.0,10.0,198.0,high,"plate scale unavailable | A single pastry, likely a croissant or crescent roll, on a star-patterned plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2588.jpg,2020-02-01 10:36:10,2020-02-01,"[""cereal with milk""]","[{""name"": ""cereal with milk"", ""estimated_portion_g"": 350.0}]",12.0,55.0,7.0,331.0,medium,"mixed dish, milk content and specific cereal composition estimated | A bowl of breakfast cereal, likely a muesli or granola mix, submerged in milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2589.jpg,2020-02-01 18:43:54,2020-02-01,"[""Dr. Oetker Ristorante Pizza Mozzarella""]","[{""name"": ""Dr. Oetker Ristorante Pizza Mozzarella"", ""estimated_portion_g"": 335.0}]",27.0,90.0,30.0,738.0,high,Based on standard total net weight for this specific product packaging. | The image shows a full box of Dr. Oetker Ristorante Pizza Mozzarella. Nutritional values calculated based on standard serving size for one whole pizza.,google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2590.jpg,2020-02-02 11:58:33,2020-02-02,"[""Biola Mango fat-free fermented milk""]","[{""name"": ""Biola Mango fat-free fermented milk"", ""estimated_portion_g"": 250.0}]",8.5,9.5,0.25,74.25,high,"Based on standard nutritional profile for this product per 250ml glass. | The image shows a full carton of Tine Biola Mango, which is a fat-free fermented milk drink with no added sugar.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2591.jpg,2020-02-02 11:59:02,2020-02-02,"[""AXA Gold Energi Müsli""]","[{""name"": ""AXA Gold Energi Müsli"", ""estimated_portion_g"": null}]",9.5,55.0,16.0,402.0,high,"packaged food item, amount not visible | The image shows the packaging of AXA Gold Energi Müsli, which contains fruit, nuts, dates, and oats. Nutritional values are provided per 100g based on typical composition for this product type, as the specific portion is not visible.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2592.jpg,2020-02-02 12:02:55,2020-02-02,"[""muesli with milk""]","[{""name"": ""muesli with milk"", ""estimated_portion_g"": 300.0}]",12.0,48.0,8.0,312.0,high,"mixed dish, typical portion size for a bowl | A bowl of muesli or similar breakfast cereal mixed with milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2593.jpg,2020-02-02 13:21:57,2020-02-02,"[""black coffee""]","[{""name"": ""black coffee"", ""estimated_portion_g"": 240.0}]",0.3,0.0,0.0,1.2,high,standard serving size for a mug of black coffee | A cup of black coffee.,google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2594.jpg,2020-02-02 18:04:18,2020-02-02,"[""Dr. Oetker Ristorante Pizza Mozzarella""]","[{""name"": ""Dr. Oetker Ristorante Pizza Mozzarella"", ""estimated_portion_g"": 335.0}]",27.0,84.0,36.0,768.0,high,Nutritional values are based on standard information for this specific commercial product (335g per package). | The image shows a standard retail package of Dr. Oetker Ristorante Pizza Mozzarella. The nutritional analysis represents the full pizza as shown on the packaging.,google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2595.jpg,2020-02-03 07:08:18,2020-02-03,"[""red grapes""]","[{""name"": ""red grapes"", ""estimated_portion_g"": 120.0}]",0.8,21.6,0.2,91.4,high,estimated based on count of approximately 15 grapes on the stem | Small bunch of red grapes on a paper napkin.,google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2597.jpg,2020-02-03 07:12:27,2020-02-03,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,7.0,135.0,high,"standard cup size, assumes whole milk | A standard cup of cappuccino with frothed milk.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2598.jpg,2020-02-03 11:11:31,2020-02-03,"[""vegetable spring rolls"", ""pan-seared white fish fillet"", ""sweet chili dipping sauce""]","[{""name"": ""vegetable spring rolls"", ""estimated_portion_g"": 180.0}, {""name"": ""pan-seared white fish fillet"", ""estimated_portion_g"": 60.0}, {""name"": ""sweet chili dipping sauce"", ""estimated_portion_g"": 15.0}]",18.0,50.0,23.0,479.0,medium,"estimated 4 spring rolls, deep fried, mixed filling | estimated portion size based on bowl diameter | small amount visible at the bottom | A bowl containing four fried spring rolls, one piece of seasoned white fish, and a small amount of sauce.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2599.jpg,2020-02-03 12:04:07,2020-02-03,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,7.0,135.0,medium,"standard serving size estimate for a milk-based coffee drink | A cup of coffee topped with foam, likely a cappuccino.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2600.jpg,2020-02-03 14:15:52,2020-02-03,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,7.0,135.0,high,standard 8oz serving size estimated | a cup of cappuccino with foam top,google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2601.jpg,2020-02-03 17:29:42,2020-02-03,"[""oatmeal with yogurt or smoothie base""]","[{""name"": ""oatmeal with yogurt or smoothie base"", ""estimated_portion_g"": 300.0}]",12.0,45.0,6.0,282.0,medium,"Oats with a pink-colored liquid base, likely berry yogurt or fruit smoothie; composition uncertain | The bowl contains oats mixed with a pink liquid. The exact nature of the pink base (yogurt, milk with berries, or protein drink) is difficult to determine, leading to an estimate based on common oat-based porridge compositions.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2602.jpg,2020-02-04 07:10:58,2020-02-04,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",6.0,8.0,5.0,101.0,high,"standard coffee shop size, assuming 2% milk | A cup of cappuccino with foam seen from above.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2603.jpg,2020-02-04 09:02:56,2020-02-04,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",6.0,8.0,5.0,101.0,high,"standard coffee shop size, assumes whole milk | A cup of cappuccino with milk foam visible.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2604.jpg,2020-02-04 11:01:45,2020-02-04,"[""Chicken curry with rice""]","[{""name"": ""Chicken curry with rice"", ""estimated_portion_g"": 350.0}]",35.0,45.0,20.0,500.0,medium,"A typical takeout-sized bowl containing chicken in a creamy sauce over white rice; portion estimated by container size. | The bowl contains chicken pieces, mushrooms, and a yellow, likely coconut-based curry sauce served over a bed of white rice.",google_gemini,gemini-3.1-flash-lite,success,,,True
p03,IMG_2605.jpg,2020-02-04 12:59:16,2020-02-04,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,7.0,135.0,medium,"standard 8oz cup size assumed, milk content varies | A cup of coffee with frothed milk, likely a cappuccino or latte.",google_gemini,gemini-3.1-flash-lite,success,,,True
